match-datetime,team1,team2,team1-score,team2-score,team1-odds,team2-odds,player-name,player-team,agent,rating,acs,k,d,a
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Allen,BC SWELL,Omen,0.87,190,14,19,17
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Jinbey,BC SWELL,Neon,0.83,188,19,19,2
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Jan,BC SWELL,Sova,0.81,143,12,19,7
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Anthem,SCARZ,Breach,1.27,233,20,15,12
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Medusa,SCARZ,Sova,1.20,228,21,19,11
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,Yoshiii,SCARZ,Cypher,0.95,186,18,18,6
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,zepher,SCARZ,Neon,0.94,224,20,20,5
2025-02-04 02:00:00,BC SWELL,SCARZ,12,14,3.22,1.45,LOB,SCARZ,Omen,0.85,179,16,20,7
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,moobs,Winthrop University,Vyse,1.50,276,21,11,2
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,infiltrator,Winthrop University,Raze,1.36,321,23,16,6
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,Nahsie,Winthrop University,Breach,1.05,183,13,12,14
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,Jerk,Winthrop University,Tejo,0.86,131,10,12,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,flare,Winthrop University,Brimstone,0.83,159,12,15,10
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,satellite,Ambrosia,Raze,1.06,249,18,19,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,GLYPH,Ambrosia,Breach,0.97,175,12,15,16
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,smiley,Ambrosia,Brimstone,0.94,198,13,14,10
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,ScrewFace,Ambrosia,Tejo,0.81,146,12,13,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,8,1.65,2.54,Add3r,Ambrosia,Cypher,0.64,170,11,18,5
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,Jerk,Winthrop University,Tejo,1.15,203,15,14,2
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,flare,Winthrop University,Astra,0.89,175,13,17,8
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,Nahsie,Winthrop University,Breach,0.77,158,10,17,11
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,infiltrator,Winthrop University,Neon,0.73,151,10,16,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,moobs,Winthrop University,Vyse,0.54,125,9,17,2
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,Add3r,Ambrosia,Vyse,1.57,265,22,8,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,satellite,Ambrosia,Yoru,1.25,318,24,16,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,smiley,Ambrosia,Astra,1.07,194,15,12,15
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,GLYPH,Ambrosia,Fade,1.01,148,10,10,7
2025-02-03 18:10:00,Winthrop University,Ambrosia,8,13,2.54,1.65,ScrewFace,Ambrosia,Tejo,0.95,151,10,11,11
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,Nahsie,Winthrop University,Sova,1.31,227,20,14,7
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,Jerk,Winthrop University,Astra,1.19,207,18,14,12
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,moobs,Winthrop University,Cypher,0.95,166,14,16,5
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,infiltrator,Winthrop University,Jett,0.80,209,16,21,2
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,flare,Winthrop University,Gekko,0.79,172,14,18,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,ScrewFace,Ambrosia,Yoru,1.12,221,18,16,5
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,smiley,Ambrosia,Omen,1.08,178,15,15,8
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,satellite,Ambrosia,Jett,1.07,254,22,17,3
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,Add3r,Ambrosia,Astra,0.94,194,17,18,10
2025-02-03 18:10:00,Winthrop University,Ambrosia,13,11,1.65,2.54,GLYPH,Ambrosia,Sova,0.76,139,11,16,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,Kess,Nightblood Gaming,Sova,1.34,297,30,22,11
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,FireBallOps,Nightblood Gaming,Iso,1.13,242,25,24,7
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,b0i,Nightblood Gaming,Cypher,0.81,164,19,22,5
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,alym,Nightblood Gaming,Yoru,0.80,180,18,24,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,HUYNH,Nightblood Gaming,Omen,0.69,138,13,22,11
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,meL,Shopify Rebellion Gold,Omen,1.43,258,25,18,15
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,alexis,Shopify Rebellion Gold,Breach,1.28,231,24,19,11
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,dodonut,Shopify Rebellion Gold,Jett,0.95,211,22,22,3
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,Noia,Shopify Rebellion Gold,Cypher,0.93,215,23,22,5
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,14,16,3.63,1.38,sarahcat,Shopify Rebellion Gold,Sova,0.74,174,20,24,1
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,alym,Nightblood Gaming,Neon,1.67,355,26,12,5
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,Kess,Nightblood Gaming,Fade,1.51,314,22,13,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,FireBallOps,Nightblood Gaming,Killjoy,1.17,209,14,11,6
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,HUYNH,Nightblood Gaming,Astra,1.03,156,12,11,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,b0i,Nightblood Gaming,Kayo,0.89,105,7,10,10
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,sarahcat,Shopify Rebellion Gold,Sova,1.05,222,16,16,2
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,dodonut,Shopify Rebellion Gold,Jett,1.02,222,16,15,2
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,meL,Shopify Rebellion Gold,Astra,0.77,170,12,16,3
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,alexis,Shopify Rebellion Gold,Kayo,0.71,146,9,16,9
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,7,1.38,3.63,Noia,Shopify Rebellion Gold,Killjoy,0.23,75,4,18,2
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,alym,Nightblood Gaming,Jett,1.33,264,19,12,1
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,Kess,Nightblood Gaming,Sova,1.22,213,14,11,7
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,b0i,Nightblood Gaming,Astra,1.22,242,16,12,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,FireBallOps,Nightblood Gaming,Vyse,1.10,216,12,12,8
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,HUYNH,Nightblood Gaming,Omen,1.00,154,12,9,4
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,Noia,Shopify Rebellion Gold,Cypher,1.22,240,17,12,2
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,meL,Shopify Rebellion Gold,Omen,0.92,179,10,14,9
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,sarahcat,Shopify Rebellion Gold,Sova,0.71,176,12,16,2
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,dodonut,Shopify Rebellion Gold,Jett,0.65,199,12,17,1
2025-02-03 18:00:00,Nightblood Gaming,Shopify Rebellion Gold,13,6,1.38,3.63,alexis,Shopify Rebellion Gold,Kayo,0.36,65,4,14,5
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,canezera,RANKERS,Iso,1.72,354,26,12,4
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,Inspire,RANKERS,Cypher,1.40,294,21,12,3
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,ion2x,RANKERS,Omen,1.27,229,16,12,7
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,Eggsterr,RANKERS,Yoru,1.15,211,15,12,6
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,P0PPIN,RANKERS,Sova,0.61,78,3,10,9
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,Boni,Burger Boyz,Jett,1.21,260,19,15,2
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,RetrQ,Burger Boyz,Breach,0.84,170,12,15,7
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,Matt,Burger Boyz,Sova,0.67,145,9,17,7
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,alvinboy,Burger Boyz,Omen,0.66,185,13,17,4
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,7,1.32,4.12,Nanners,Burger Boyz,Cypher,0.43,107,5,17,5
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,canezera,RANKERS,Clove,1.85,388,26,12,4
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,ion2x,RANKERS,Astra,1.61,303,22,8,6
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,P0PPIN,RANKERS,Sova,1.29,226,13,9,7
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,Eggsterr,RANKERS,Yoru,0.91,166,11,11,6
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,Inspire,RANKERS,Vyse,0.79,87,5,6,5
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,alvinboy,Burger Boyz,Cypher,1.48,314,21,13,1
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,RetrQ,Burger Boyz,Omen,0.83,158,11,15,6
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,Matt,Burger Boyz,Sova,0.62,143,7,16,7
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,Nanners,Burger Boyz,Deadlock,0.36,62,1,15,8
2025-02-03 16:00:00,RANKERS,Burger Boyz,13,5,1.32,4.12,Boni,Burger Boyz,Yoru,0.22,112,6,18,2
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,Kyu,M80,Sova,1.94,306,21,7,4
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,wedid,M80,Omen,1.61,263,18,8,9
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,bdog,M80,Jett,1.01,197,13,12,2
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,Okeanos,M80,Yoru,0.97,251,16,14,5
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,bao,M80,Astra,0.94,166,11,10,7
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,thief,YFP,Vyse,1.18,256,16,14,4
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,penny,YFP,Yoru,1.10,252,16,15,1
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,stellar,YFP,Harbor,0.55,132,8,16,2
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,jakee,YFP,Omen,0.49,136,8,17,2
2025-02-03 16:00:00,M80,YFP,13,5,1.9,2.11,fiziq,YFP,Sova,0.10,56,3,17,3
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,Okeanos,M80,Yoru,1.43,300,24,17,5
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,bao,M80,Vyse,0.99,190,15,16,3
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,Kyu,M80,Fade,0.94,164,15,16,10
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,bdog,M80,Astra,0.94,159,11,13,9
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,wedid,M80,Tejo,0.71,168,13,20,6
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,penny,YFP,Yoru,1.33,288,23,17,6
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,stellar,YFP,Harbor,1.12,187,15,13,10
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,jakee,YFP,Viper,0.99,203,17,15,5
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,thief,YFP,Vyse,0.93,202,17,16,6
2025-02-03 16:00:00,M80,YFP,13,10,1.9,2.11,fiziq,YFP,Tejo,0.55,125,10,17,5
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,JA,KIMMY KITTENS,Killjoy,1.18,191,18,14,2
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,Vera,KIMMY KITTENS,Raze,1.17,262,20,16,4
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,crazyguy,KIMMY KITTENS,Sova,0.92,186,15,16,3
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,STYRON,KIMMY KITTENS,Breach,0.86,141,12,14,9
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,wayne,KIMMY KITTENS,Brimstone,0.82,182,13,18,12
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,Suka,Xipto Esports,Breach,1.24,228,19,14,8
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,Fixy,Xipto Esports,Raze,1.08,240,18,17,4
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,Riza,Xipto Esports,Tejo,0.98,156,15,14,2
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,Flaring,Xipto Esports,Brimstone,0.86,142,10,15,11
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,10,1.35,3.86,markL,Xipto Esports,Killjoy,0.74,173,15,18,4
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,Vera,KIMMY KITTENS,Raze,1.38,365,24,16,5
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,crazyguy,KIMMY KITTENS,Gekko,1.38,227,19,9,5
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,wayne,KIMMY KITTENS,Brimstone,1.30,248,18,13,7
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,STYRON,KIMMY KITTENS,Kayo,1.07,195,11,12,13
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,JA,KIMMY KITTENS,Cypher,0.89,124,9,9,1
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,Fixy,Xipto Esports,Raze,1.04,243,16,17,3
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,Flaring,Xipto Esports,Brimstone,0.86,179,10,15,9
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,Suka,Xipto Esports,Fade,0.86,182,13,16,2
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,markL,Xipto Esports,Vyse,0.75,166,11,16,5
2025-02-03 08:00:00,KIMMY KITTENS,Xipto Esports,13,6,1.35,3.86,Riza,Xipto Esports,Deadlock,0.46,112,8,17,5
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,Killua,FULL SENSE,Gekko,1.63,278,21,10,11
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,Leviathan,FULL SENSE,Sova,1.16,224,17,14,2
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,Potter,FULL SENSE,Jett,1.07,237,18,16,1
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,seph1roth,FULL SENSE,Astra,0.96,151,11,12,10
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,Laz,FULL SENSE,Cypher,0.93,180,14,14,4
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,CXIX666,The MongolZ,Cypher,1.28,236,19,14,2
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,123,The MongolZ,Jett,1.02,227,16,16,2
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,MnFeaR,The MongolZ,Sova,0.83,191,13,17,3
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,SkyIsBlue,The MongolZ,Kayo,0.56,140,9,18,12
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,8,1.35,3.86,nex1SphiX,The MongolZ,Astra,0.45,114,9,16,3
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,Potter,FULL SENSE,Neon,1.73,298,20,9,7
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,seph1roth,FULL SENSE,Brimstone,1.43,282,20,11,5
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,Laz,FULL SENSE,Vyse,1.29,300,17,12,8
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,Leviathan,FULL SENSE,Fade,1.26,180,13,9,11
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,Killua,FULL SENSE,Breach,1.19,187,12,9,11
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,nex1SphiX,The MongolZ,Brimstone,1.07,261,17,16,7
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,MnFeaR,The MongolZ,Breach,0.77,194,10,17,7
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,123,The MongolZ,Skye,0.73,197,11,17,3
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,CXIX666,The MongolZ,Cypher,0.39,68,5,15,2
2025-02-03 06:00:00,FULL SENSE,The MongolZ,13,5,1.35,3.86,SkyIsBlue,The MongolZ,Neon,0.32,120,7,17,3
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,pANcada,LOUD,Brimstone,1.31,248,15,15,7
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,tuyz,LOUD,Deadlock,1.16,204,13,14,5
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,v1nny,LOUD,Kayo,0.58,113,5,13,12
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,cauanzin,LOUD,Skye,0.52,167,9,16,6
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,dgzin,LOUD,Raze,0.51,186,13,18,0
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,Melser,KRÜ Esports,Brimstone,2.04,345,26,8,8
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,adverso,KRÜ Esports,Viper,1.37,252,16,11,8
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,keznit,KRÜ Esports,Raze,1.07,201,12,12,7
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,Shyy,KRÜ Esports,Vyse,0.96,167,11,11,5
2025-02-02 20:30:00,LOUD,KRÜ Esports,5,13,1.87,2.15,Mazino,KRÜ Esports,Skye,0.84,179,11,13,10
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,dgzin,LOUD,Jett,1.23,252,23,15,1
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,pANcada,LOUD,Omen,1.10,189,17,17,4
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,tuyz,LOUD,Cypher,0.99,185,15,15,8
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,v1nny,LOUD,Breach,0.80,155,13,16,6
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,cauanzin,LOUD,Sova,0.59,155,12,20,2
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,Shyy,KRÜ Esports,Cypher,1.41,225,18,14,6
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,Mazino,KRÜ Esports,Breach,1.19,219,21,15,7
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,Melser,KRÜ Esports,Omen,1.00,220,19,17,6
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,keznit,KRÜ Esports,Jett,0.88,175,15,17,1
2025-02-02 20:30:00,LOUD,KRÜ Esports,11,13,1.87,2.15,adverso,KRÜ Esports,Sova,0.72,152,10,17,10
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,kiNgg,LEVIATÁN,Omen,1.31,241,17,12,8
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,tex,LEVIATÁN,Killjoy,1.26,197,16,9,1
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,Demon1,LEVIATÁN,Raze,1.18,245,18,12,6
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,nataNk,LEVIATÁN,Fade,1.14,192,13,8,5
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,C0M,LEVIATÁN,Viper,1.11,195,14,11,3
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,aspas,MIBR,Raze,1.24,260,16,15,2
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,cortezia,MIBR,Cypher,0.85,222,15,16,0
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,nzr,MIBR,Fade,0.52,107,8,16,0
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,xenom,MIBR,Omen,0.51,103,7,15,4
2025-02-02 17:00:00,LEVIATÁN,MIBR,13,7,1.75,2.33,artzin,MIBR,Breach,0.47,109,6,16,5
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,Demon1,LEVIATÁN,Jett,1.28,300,23,16,8
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,tex,LEVIATÁN,Vyse,1.12,188,15,14,5
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,kiNgg,LEVIATÁN,Astra,0.75,142,11,16,6
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,nataNk,LEVIATÁN,Phoenix,0.71,180,12,19,11
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,C0M,LEVIATÁN,Sova,0.64,146,12,17,6
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,artzin,MIBR,Kayo,1.29,269,19,16,12
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,nzr,MIBR,Sova,1.22,179,14,13,11
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,aspas,MIBR,Jett,1.14,205,16,13,4
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,xenom,MIBR,Astra,1.04,198,17,15,2
2025-02-02 17:00:00,LEVIATÁN,MIBR,9,13,2.33,1.75,cortezia,MIBR,Killjoy,0.93,210,16,16,3
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,tex,LEVIATÁN,Cypher,1.06,167,17,16,2
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,nataNk,LEVIATÁN,Skye,1.02,219,20,19,9
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,Demon1,LEVIATÁN,Raze,0.87,206,20,22,4
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,kiNgg,LEVIATÁN,Omen,0.77,176,16,20,9
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,C0M,LEVIATÁN,Viper,0.74,170,13,19,12
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,artzin,MIBR,Raze,1.38,313,26,21,6
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,xenom,MIBR,Astra,1.31,192,20,12,13
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,cortezia,MIBR,Viper,1.18,242,22,17,14
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,aspas,MIBR,Jett,1.07,201,19,17,3
2025-02-02 17:00:00,LEVIATÁN,MIBR,12,14,2.33,1.75,nzr,MIBR,Skye,0.71,129,9,19,13
2025-02-02 13:35:00,Galatasaray Esports,Eternal Fire,11,13,2.18,1.85,Baransel,Galatasaray Esports,Omen,1.30,276,23,18,6
2025-02-02 13:35:00,Galatasaray Esports,Eternal Fire,11,13,2.18,1.85,Padisah,Galatasaray Esports,Jett,1.23,270,24,18,1
2025-02-02 13:35:00,Galatasaray Esports,Eternal Fire,11,13,2.18,1.85,JrayN,Galatasaray Esports,Breach,0.98,153,11,15,11
