match-datetime,team1,team2,team1-score,team2-score,team1-odds,team2-odds,player-name,player-team,agent,rating,acs,k,d,a
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,froz,FN Pocheon,Killjoy,1.36,283,19,16,3
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Nameless,FN Pocheon,Sova,1.04,273,17,16,4
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,wezzy,FN Pocheon,Yoru,0.61,207,14,17,2
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Raxcal,FN Pocheon,Neon,0.39,116,7,16,2
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,AcMe,FN Pocheon,Astra,0.39,98,6,17,6
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Ash,Gen.G Global Academy,Raze,1.41,275,18,14,5
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Cloudy,Gen.G Global Academy,Fade,1.27,200,13,11,10
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Rain,Gen.G Global Academy,Killjoy,1.26,209,15,9,4
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,Ramgi,Gen.G Global Academy,Neon,1.25,305,21,16,5
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,6,13,2.25,1.8,BENECIA,Gen.G Global Academy,Astra,0.91,191,15,13,5
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Nameless,FN Pocheon,Sova,0.87,207,10,13,1
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,AcMe,FN Pocheon,Astra,0.69,171,7,13,2
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,wezzy,FN Pocheon,Yoru,0.61,169,8,13,0
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,froz,FN Pocheon,Cypher,0.45,108,5,13,2
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Raxcal,FN Pocheon,Neon,0.21,108,5,15,1
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Cloudy,Gen.G Global Academy,Sova,1.61,248,15,7,6
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Ramgi,Gen.G Global Academy,Jett,1.49,274,16,7,3
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,BENECIA,Gen.G Global Academy,Astra,1.40,187,11,5,8
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Rain,Gen.G Global Academy,Cypher,1.34,225,11,6,5
2025-02-07 00:00:00,FN Pocheon,Gen.G Global Academy,2,13,2.25,1.8,Ash,Gen.G Global Academy,Yoru,1.21,247,14,10,3
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Cloy,FEARX,Omen,1.92,342,26,11,6
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,SID,FEARX,Tejo,1.26,274,19,12,6
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Banger,FEARX,Cypher,1.11,215,15,13,4
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Hermes,FEARX,Yoru,1.05,171,12,12,4
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Kally,FEARX,Sova,0.61,140,8,14,6
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Wolverine,SHERPA,Cypher,1.18,259,17,15,5
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,SungJin,SHERPA,Sova,1.14,254,16,16,6
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,kanade,SHERPA,Neon,0.74,198,13,16,1
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Moves,SHERPA,Breach,0.63,127,9,15,5
2025-02-07 00:00:00,FEARX,SHERPA,13,6,1.22,5.55,Manggong,SHERPA,Omen,0.37,99,7,18,7
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Cloy,FEARX,Astra,1.28,257,29,22,12
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Hermes,FEARX,Raze,1.21,254,28,23,9
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,SID,FEARX,Tejo,1.04,191,22,22,7
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Banger,FEARX,Cypher,0.95,159,19,19,5
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Kally,FEARX,Sova,0.82,174,20,24,7
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Moves,SHERPA,Breach,1.10,224,25,23,14
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Wolverine,SHERPA,Raze,1.06,238,28,25,2
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,kanade,SHERPA,Neon,1.04,223,25,23,8
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,SungJin,SHERPA,Fade,0.87,157,16,22,9
2025-02-07 00:00:00,FEARX,SHERPA,17,15,1.22,5.55,Manggong,SHERPA,Brimstone,0.58,144,15,25,17
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,aspas,MIBR,Raze,1.76,331,24,13,4
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,cortezia,MIBR,Viper,1.06,221,15,14,6
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,artzin,MIBR,Yoru,0.76,189,13,18,7
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,xenom,MIBR,Brimstone,0.68,140,10,16,6
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,nzr,MIBR,Skye,0.39,110,7,18,9
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,Shyy,KRÜ Esports,Vyse,1.89,321,23,9,7
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,Melser,KRÜ Esports,Brimstone,1.17,239,18,15,15
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,keznit,KRÜ Esports,Raze,1.06,231,16,16,4
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,adverso,KRÜ Esports,Viper,0.80,141,10,14,9
2025-02-06 19:20:00,MIBR,KRÜ Esports,8,13,2.05,1.95,Mazino,KRÜ Esports,Skye,0.71,143,12,15,10
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,aspas,MIBR,Jett,2.02,370,29,9,2
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,cortezia,MIBR,Cypher,1.32,240,19,11,4
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,xenom,MIBR,Astra,0.86,148,11,13,11
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,nzr,MIBR,Sova,0.83,137,10,12,4
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,artzin,MIBR,Kayo,0.69,178,13,17,7
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,Shyy,KRÜ Esports,Viper,1.14,248,16,17,8
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,adverso,KRÜ Esports,Sova,0.93,190,13,15,9
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,Melser,KRÜ Esports,Astra,0.90,173,12,16,7
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,Mazino,KRÜ Esports,Kayo,0.85,151,12,17,15
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,8,1.95,2.05,keznit,KRÜ Esports,Jett,0.48,103,9,17,2
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,aspas,MIBR,Jett,1.80,340,29,14,1
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,nzr,MIBR,Skye,1.27,175,15,12,14
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,xenom,MIBR,Astra,1.04,179,15,14,15
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,artzin,MIBR,Raze,0.77,193,17,17,4
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,cortezia,MIBR,Viper,0.54,144,11,17,5
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,Shyy,KRÜ Esports,Cypher,1.21,201,18,14,2
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,adverso,KRÜ Esports,Viper,0.88,214,18,21,2
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,Melser,KRÜ Esports,Omen,0.87,144,12,16,10
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,keznit,KRÜ Esports,Raze,0.86,212,16,18,1
2025-02-06 19:20:00,MIBR,KRÜ Esports,13,11,1.95,2.05,Mazino,KRÜ Esports,Skye,0.68,143,10,18,8
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,Zellsis,Sentinels,Kayo,1.31,268,20,16,6
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,bang,Sentinels,Astra,0.84,167,11,13,5
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,zekken,Sentinels,Jett,0.73,167,11,14,2
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,johnqt,Sentinels,Sova,0.66,132,9,14,4
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,N4RRATE,Sentinels,Omen,0.29,104,6,18,7
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,leaf,G2 Esports,Chamber,1.54,294,21,12,5
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,trent,G2 Esports,Sova,1.23,211,15,10,6
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,JonahP,G2 Esports,Breach,1.17,170,13,9,9
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,jawgemo,G2 Esports,Yoru,0.99,216,15,15,3
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,valyn,G2 Esports,Astra,0.78,137,10,12,5
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,N4RRATE,Sentinels,Fade,1.27,268,19,15,7
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,bang,Sentinels,Astra,1.05,191,14,14,9
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,zekken,Sentinels,Yoru,0.84,219,15,19,5
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,johnqt,Sentinels,Tejo,0.70,140,9,15,4
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,Zellsis,Sentinels,Vyse,0.69,149,9,16,4
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,jawgemo,G2 Esports,Yoru,1.41,293,21,14,13
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,valyn,G2 Esports,Astra,1.31,259,20,12,6
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,JonahP,G2 Esports,Vyse,1.18,195,13,11,11
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,trent,G2 Esports,Sova,1.11,218,16,13,3
2025-02-06 17:00:00,Sentinels,G2 Esports,7,13,3.08,1.48,leaf,G2 Esports,Chamber,0.53,129,9,16,3
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,alexiiik,Zero Tenacity,Jett,1.13,220,15,11,0
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,TajReX,Zero Tenacity,Raze,0.86,230,12,15,2
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,Grmekista,Zero Tenacity,Omen,0.78,151,8,13,6
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,msh,Zero Tenacity,Cypher,0.75,170,9,14,4
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,Prti,Zero Tenacity,Skye,0.34,65,3,14,4
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,GSR,Team Liquid Academy,Breach,2.00,322,21,7,8
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,DonatelloOO,Team Liquid Academy,Jett,1.35,230,14,9,3
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,rexxtoned,Team Liquid Academy,Cypher,1.17,165,11,8,6
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,NINJA,Team Liquid Academy,Fade,1.07,223,13,11,7
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,4,13,1.91,2.1,qpert,Team Liquid Academy,Omen,0.52,133,8,12,7
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,alexiiik,Zero Tenacity,Jett,1.30,268,22,11,0
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,TajReX,Zero Tenacity,Breach,1.24,184,14,12,10
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,msh,Zero Tenacity,Killjoy,1.15,200,17,13,1
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,Prti,Zero Tenacity,Sova,1.03,185,12,13,6
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,Grmekista,Zero Tenacity,Omen,0.89,145,11,13,9
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,GSR,Team Liquid Academy,Tejo,1.62,309,23,12,3
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,NINJA,Team Liquid Academy,Sova,0.72,173,12,17,5
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,DonatelloOO,Team Liquid Academy,Jett,0.64,179,13,17,2
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,rexxtoned,Team Liquid Academy,Cypher,0.57,103,8,16,1
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,13,8,2.1,1.91,qpert,Team Liquid Academy,Omen,0.51,77,6,15,6
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,alexiiik,Zero Tenacity,Raze,1.24,280,19,15,2
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,Prti,Zero Tenacity,Tejo,0.81,164,10,14,6
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,TajReX,Zero Tenacity,Skye,0.76,166,10,15,8
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,Grmekista,Zero Tenacity,Astra,0.64,127,9,15,9
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,msh,Zero Tenacity,Killjoy,0.58,124,8,15,2
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,DonatelloOO,Team Liquid Academy,Raze,1.49,321,22,15,5
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,GSR,Team Liquid Academy,Tejo,1.25,183,12,9,9
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,rexxtoned,Team Liquid Academy,Cypher,1.22,226,16,10,3
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,NINJA,Team Liquid Academy,Fade,1.08,200,15,12,3
2025-02-06 12:05:00,Zero Tenacity,Team Liquid Academy,6,13,1.91,2.1,qpert,Team Liquid Academy,Omen,0.95,138,9,10,9
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Veqaj,Team Valiant,Jett,1.76,398,31,13,2
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Juskay,Team Valiant,Cypher,1.12,193,16,14,5
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Anq,Team Valiant,Omen,0.97,163,12,12,9
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,NeskaaS,Team Valiant,Breach,0.81,114,9,12,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Goaster,Team Valiant,Sova,0.80,157,12,14,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Yohpa,KCORP Blue Stars,Sova,1.12,225,17,15,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,Sevire,KCORP Blue Stars,Omen,1.04,213,17,16,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,ease,KCORP Blue Stars,Astra,0.82,147,11,14,6
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,f4ngeer,KCORP Blue Stars,Yoru,0.74,151,11,19,4
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,13,9,1.52,2.92,soren,KCORP Blue Stars,Killjoy,0.55,122,9,16,1
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Veqaj,Team Valiant,Jett,1.40,298,22,16,1
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Juskay,Team Valiant,Cypher,0.91,220,15,19,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Anq,Team Valiant,Omen,0.81,141,11,16,4
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,NeskaaS,Team Valiant,Kayo,0.79,140,9,18,13
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Goaster,Team Valiant,Sova,0.51,84,6,15,4
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,f4ngeer,KCORP Blue Stars,Yoru,1.24,288,21,13,4
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Yohpa,KCORP Blue Stars,Sova,1.18,199,18,11,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,ease,KCORP Blue Stars,Astra,1.12,202,14,11,12
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,soren,KCORP Blue Stars,Omen,1.09,210,16,14,12
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,8,13,2.92,1.52,Sevire,KCORP Blue Stars,Phoenix,1.02,211,15,14,8
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Anq,Team Valiant,Omen,1.31,251,17,13,4
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Goaster,Team Valiant,Tejo,0.92,181,9,13,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Veqaj,Team Valiant,Raze,0.66,174,10,16,1
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Juskay,Team Valiant,Vyse,0.49,104,6,14,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,NeskaaS,Team Valiant,Breach,0.25,62,4,14,5
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,f4ngeer,KCORP Blue Stars,Yoru,1.86,349,22,7,9
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Yohpa,KCORP Blue Stars,Sova,1.57,224,16,7,5
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,Sevire,KCORP Blue Stars,Brimstone,1.36,268,17,10,14
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,soren,KCORP Blue Stars,Killjoy,0.89,141,11,11,2
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,5,13,2.92,1.52,ease,KCORP Blue Stars,Omen,0.47,77,4,11,6
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,9,13,2.92,1.52,Veqaj,Team Valiant,Jett,1.45,291,22,15,1
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,9,13,2.92,1.52,Goaster,Team Valiant,Tejo,1.02,173,13,15,7
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,9,13,2.92,1.52,Juskay,Team Valiant,Cypher,0.76,168,12,16,2
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,9,13,2.92,1.52,Anq,Team Valiant,Astra,0.73,118,9,15,3
2025-02-06 11:00:00,Team Valiant,KCORP Blue Stars,9,13,2.92,1.52,NeskaaS,Team Valiant,Kayo,0.50,121,9,19,6
