full_name,team_id,sport_id,stat_name,stat_value,choice,american_price,decimal_price
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,5.5,over,+114,2.14
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,5.5,under,-120,1.84
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,33.6,over,+100,2.0
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,33.6,under,+100,2.0
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,7.5,over,+112,2.12
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,7.5,under,-117,1.86
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,over,+112,2.12
MrPhant0m,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,under,-148,1.68
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,4.5,over,-117,1.86
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,4.5,under,+110,2.1
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,28.1,over,+100,2.0
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,28.1,under,+100,2.0
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,5.5,over,+100,2.0
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,5.5,under,+100,2.0
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,over,+100,2.0
Hattor1s,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,under,+100,2.0
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,0.5,over,+118,2.18
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,0.5,under,-125,1.8
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,25.8,over,+100,2.0
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,25.8,under,+100,2.0
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,12.5,over,-152,1.66
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,12.5,under,+123,2.23
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,over,+106,2.06
Wrongo,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,under,-132,1.76
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,2.5,over,+100,2.0
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,2.5,under,+100,2.0
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,19.3,over,+100,2.0
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,19.3,under,+100,2.0
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,4.5,over,-117,1.86
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,4.5,under,+112,2.12
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,over,-129,1.78
23Nino,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,under,+104,2.04
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,2.5,over,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,2.5,under,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,23.8,over,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,23.8,under,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,6.5,over,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,6.5,under,+100,2.0
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,over,+118,2.18
TheSerius,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,under,-157,1.64
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,0.5,over,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,0.5,under,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,21.1,over,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,21.1,under,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,10.5,over,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,10.5,under,+100,2.0
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,over,-132,1.76
Sw3ry,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,under,+106,2.06
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,4.5,over,+100,2.0
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,4.5,under,+100,2.0
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,30.7,over,+100,2.0
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,30.7,under,+100,2.0
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,6.5,over,-117,1.86
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,6.5,under,+110,2.1
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,over,+106,2.06
Faded2,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,under,-132,1.76
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,3.5,over,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,3.5,under,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,24.2,over,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,24.2,under,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,5.5,over,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,5.5,under,+100,2.0
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,over,-125,1.8
Adyyy,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,under,+102,2.02
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,3.5,over,+122,2.22
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,kills_on_map_1,3.5,under,-129,1.78
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,26.8,over,+100,2.0
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,fantasy_points_on_map_1,26.8,under,+100,2.0
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,8.5,over,+100,2.0
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,assists_on_map_1,8.5,under,+100,2.0
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,over,-132,1.76
Zankiller,ddeb2dce-a7a2-44fc-bfed-b58b48d00511,LOL,deaths_on_map_1,3.5,under,+106,2.06
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,3.5,over,+100,2.0
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,kills_on_map_1,3.5,under,+100,2.0
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,34.7,over,-112,1.9
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,fantasy_points_on_map_1,34.7,under,-112,1.9
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,9.5,over,+100,2.0
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,assists_on_map_1,9.5,under,+100,2.0
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,over,+110,2.1
Kokos,09394424-032b-404a-8328-9aad2b8544db,LOL,deaths_on_map_1,3.5,under,-143,1.7
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,7.5,over,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,7.5,under,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,44.9,over,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,44.9,under,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,8.5,over,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,8.5,under,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,over,+100,2.0
Axelent,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,under,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,5.5,over,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,5.5,under,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,35.2,over,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,35.2,under,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,6.5,over,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,6.5,under,+100,2.0
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,3.5,over,+122,2.22
J0J0C,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,3.5,under,-162,1.62
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,3.5,over,+112,2.12
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,3.5,under,-120,1.84
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,35.7,over,+100,2.0
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,35.7,under,+100,2.0
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,11.5,over,+100,2.0
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,11.5,under,+100,2.0
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,over,-143,1.7
Manaty,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,under,+108,2.08
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,2.5,over,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,2.5,under,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,28.6,over,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,28.6,under,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,8.5,over,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,8.5,under,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,over,+100,2.0
Kio,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,2.5,under,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,0.5,over,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,0.5,under,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,17.3,over,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,17.3,under,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,over,+100,2.0
Bananitoo,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,under,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,3.5,over,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,3.5,under,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,24.3,over,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,24.3,under,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,5.5,over,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,5.5,under,+100,2.0
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,over,+108,2.08
Rafitta,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,under,-139,1.72
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,over,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,under,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,21.9,over,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,21.9,under,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,6.5,over,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,6.5,under,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,over,+100,2.0
DahVys,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,under,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,over,-120,1.84
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,under,+114,2.14
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,23.3,over,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,23.3,under,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,6.5,over,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,6.5,under,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,over,+100,2.0
Tsiperakos,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,under,+100,2.0
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,0.5,over,-136,1.74
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,kills_on_map_1,0.5,under,+122,2.22
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,30.0,over,+100,2.0
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,fantasy_points_on_map_1,30.0,under,+100,2.0
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,14.5,over,+100,2.0
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,assists_on_map_1,14.5,under,+100,2.0
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,3.5,over,+116,2.16
REAVER,a2212218-1541-4a2c-b352-e593ca045258,LOL,deaths_on_map_1,3.5,under,-152,1.66
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,over,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,kills_on_map_1,2.5,under,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,18.5,over,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,fantasy_points_on_map_1,18.5,under,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,4.5,over,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,assists_on_map_1,4.5,under,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,over,+100,2.0
Wind1,129bad0a-abc7-4421-94aa-8976de1c489d,LOL,deaths_on_map_1,4.5,under,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,9.5,over,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,9.5,under,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,59.1,over,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,59.1,under,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,12.5,over,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,12.5,under,+100,2.0
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,5.5,over,-136,1.74
Woolite,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,5.5,under,+108,2.08
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,5.5,over,-114,1.88
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,5.5,under,+108,2.08
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,41.5,over,+100,2.0
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,41.5,under,+100,2.0
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,9.5,over,+100,2.0
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,9.5,under,+100,2.0
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
Agresivoo,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,1.5,over,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,1.5,under,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,38.9,over,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,38.9,under,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,18.5,over,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,18.5,under,+100,2.0
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,over,-132,1.76
Czypsy,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,under,+108,2.08
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,9.5,over,+108,2.08
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,9.5,under,-114,1.88
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,53.8,over,+100,2.0
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,53.8,under,+100,2.0
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,9.5,over,+100,2.0
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,9.5,under,+100,2.0
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
Lothen,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,4.5,over,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,4.5,under,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,45.8,over,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,45.8,under,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,15.5,over,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,15.5,under,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
ShazQ,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,2.5,over,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,2.5,under,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,48.5,over,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,48.5,under,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,21.5,over,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,21.5,under,+100,2.0
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,7.5,over,-112,1.9
JACTROLL,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,7.5,under,-112,1.9
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,7.5,over,+110,2.1
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,kills_on_maps_1_2,7.5,under,-117,1.86
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,50.1,over,+100,2.0
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,fantasy_points_on_maps_1_2,50.1,under,+100,2.0
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,11.5,over,+100,2.0
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,assists_on_maps_1_2,11.5,under,+100,2.0
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
Roison,1e070a28-6804-450d-a43e-53cdc8f019ea,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,6.5,over,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,6.5,under,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,55.7,over,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,55.7,under,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,17.5,over,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,17.5,under,+100,2.0
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,6.5,over,+110,2.1
Zubac,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,6.5,under,-143,1.7
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,7.5,over,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,7.5,under,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,47.4,over,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,47.4,under,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,9.5,over,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,assists_on_maps_1_2,9.5,under,+100,2.0
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,5.5,over,-132,1.76
Kozi,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,deaths_on_maps_1_2,5.5,under,+106,2.06
Vasco,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,5.5,over,+100,2.0
Vasco,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,kills_on_maps_1_2,5.5,under,+100,2.0
Vasco,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,49.7,over,+100,2.0
Vasco,7782f9ef-30d6-45e8-92f8-4502a9e0829b,LOL,fantasy_points_on_maps_1_2,49.7,under,+100,2.0
